invoiceno,invoicedate,customerid,country,amount
579166,28.11.2011,14290,United Kingdom,266
579167,28.11.2011,16800,United Kingdom,1199
579168,28.11.2011,17806,United Kingdom,542
579170,28.11.2011,17811,United Kingdom,192
579171,28.11.2011,13030,United Kingdom,370
579173,28.11.2011,17359,United Kingdom,128
579174,28.11.2011,13266,United Kingdom,309
579175,28.11.2011,14562,United Kingdom,324
579176,28.11.2011,13950,United Kingdom,282
579177,28.11.2011,13089,United Kingdom,707
579179,28.11.2011,17237,United Kingdom,71
579180,28.11.2011,13881,United Kingdom,621
579181,28.11.2011,13881,United Kingdom,209
579182,28.11.2011,15601,United Kingdom,179
579183,28.11.2011,15621,United Kingdom,482
579184,28.11.2011,16746,United Kingdom,303
579185,28.11.2011,13188,United Kingdom,115
579187,28.11.2011,777777,United Kingdom,5307
579188,28.11.2011,12748,United Kingdom,466
579189,28.11.2011,16684,United Kingdom,977
579190,28.11.2011,12657,France,492
579191,28.11.2011,16684,United Kingdom,216
579193,28.11.2011,12657,France,492
579194,28.11.2011,15804,United Kingdom,206
579196,28.11.2011,14096,United Kingdom,8083
579245,28.11.2011,17929,United Kingdom,136
579249,28.11.2011,17450,United Kingdom,1147
579250,28.11.2011,14480,United Kingdom,278
579251,28.11.2011,17450,United Kingdom,3821
579252,28.11.2011,17450,United Kingdom,1035
579253,28.11.2011,17450,United Kingdom,230
579254,28.11.2011,14511,United Kingdom,302
579255,28.11.2011,14901,United Kingdom,194
579256,29.11.2011,13349,United Kingdom,247
579257,29.11.2011,15619,United Kingdom,337
579258,29.11.2011,15148,United Kingdom,302
579259,29.11.2011,12451,Switzerland,262
579260,29.11.2011,14618,United Kingdom,258
579261,29.11.2011,13429,United Kingdom,314
579262,29.11.2011,13599,United Kingdom,94
579263,29.11.2011,13599,United Kingdom,29
579264,29.11.2011,13599,United Kingdom,44
579265,29.11.2011,13599,United Kingdom,59
579267,29.11.2011,14961,United Kingdom,1149
579268,29.11.2011,14321,United Kingdom,301
579269,29.11.2011,14601,United Kingdom,213
579270,29.11.2011,15783,United Kingdom,247
579271,29.11.2011,17450,United Kingdom,2588
579272,29.11.2011,777777,United Kingdom,0
579273,29.11.2011,15197,United Kingdom,304
579274,29.11.2011,13467,United Kingdom,300
579275,29.11.2011,777777,United Kingdom,0
579276,29.11.2011,12654,Germany,93
579278,29.11.2011,14209,United Kingdom,199
579279,29.11.2011,15298,United Kingdom,351
579280,29.11.2011,13928,United Kingdom,108
579281,29.11.2011,12375,Finland,228
579282,29.11.2011,16818,United Kingdom,128
579283,29.11.2011,13883,United Kingdom,933
579284,29.11.2011,15061,United Kingdom,3337
579285,29.11.2011,14180,United Kingdom,160
579286,29.11.2011,17772,United Kingdom,157
579287,29.11.2011,13496,United Kingdom,152
579288,29.11.2011,17772,United Kingdom,26
579289,29.11.2011,777777,United Kingdom,6
579291,29.11.2011,777777,United Kingdom,4587
579293,29.11.2011,14419,United Kingdom,213
579297,29.11.2011,777777,United Kingdom,5386
579300,29.11.2011,14667,United Kingdom,376
579301,29.11.2011,18118,United Kingdom,294
579307,29.11.2011,17655,United Kingdom,446
579328,29.11.2011,17711,United Kingdom,165
579332,29.11.2011,14408,United Kingdom,308
579339,29.11.2011,14866,United Kingdom,337
579345,29.11.2011,12727,France,643
579350,29.11.2011,15218,United Kingdom,808
579352,29.11.2011,777777,United Kingdom,54
579358,29.11.2011,16992,United Kingdom,216
579361,29.11.2011,777777,United Kingdom,22
579364,29.11.2011,14173,United Kingdom,195
579365,29.11.2011,14173,United Kingdom,12
579387,29.11.2011,14452,United Kingdom,138
579391,29.11.2011,14251,United Kingdom,489
579393,29.11.2011,12627,Germany,561
579399,29.11.2011,13137,United Kingdom,457
579400,29.11.2011,17306,United Kingdom,698
579401,29.11.2011,14550,United Kingdom,425
579402,29.11.2011,17306,United Kingdom,349
579403,29.11.2011,14503,United Kingdom,437
579404,29.11.2011,14126,United Kingdom,276
579405,29.11.2011,14126,United Kingdom,367
579406,29.11.2011,13014,United Kingdom,306
579407,29.11.2011,13657,United Kingdom,230
579408,29.11.2011,14701,United Kingdom,580
579409,29.11.2011,14701,United Kingdom,7
579410,29.11.2011,16168,United Kingdom,65
579411,29.11.2011,16794,United Kingdom,161
579412,29.11.2011,14125,United Kingdom,333
579413,29.11.2011,13668,United Kingdom,424
579414,29.11.2011,14719,United Kingdom,384
579416,29.11.2011,12471,Germany,604
579419,29.11.2011,12471,Germany,94
579427,29.11.2011,16479,United Kingdom,231
579429,29.11.2011,777777,United Kingdom,0
579430,29.11.2011,12748,United Kingdom,195
579432,29.11.2011,15311,United Kingdom,282
579433,29.11.2011,17466,United Kingdom,303
579434,29.11.2011,16678,United Kingdom,307
579435,29.11.2011,16782,United Kingdom,43
579436,29.11.2011,14785,United Kingdom,38
579437,29.11.2011,16852,United Kingdom,32
579439,29.11.2011,13426,United Kingdom,298
579440,29.11.2011,14388,United Kingdom,473
579441,29.11.2011,12464,Belgium,283
579442,29.11.2011,15152,United Kingdom,263
579443,29.11.2011,16479,United Kingdom,69
579444,29.11.2011,13999,United Kingdom,394
579445,29.11.2011,15206,United Kingdom,183
579446,29.11.2011,14121,United Kingdom,527
579447,29.11.2011,14390,United Kingdom,636
579448,29.11.2011,14390,United Kingdom,5
579449,29.11.2011,17101,United Kingdom,251
579450,29.11.2011,12901,United Kingdom,968
579451,29.11.2011,13147,United Kingdom,238
579452,29.11.2011,13199,United Kingdom,225
579453,29.11.2011,12748,United Kingdom,109
579454,29.11.2011,12901,United Kingdom,71
579455,29.11.2011,15239,United Kingdom,317
579456,29.11.2011,13428,United Kingdom,209
579457,29.11.2011,14824,United Kingdom,316
579458,29.11.2011,16549,United Kingdom,338
579459,29.11.2011,17173,United Kingdom,322
579460,29.11.2011,777777,United Kingdom,0
579461,29.11.2011,15615,United Kingdom,1042
579462,29.11.2011,13211,United Kingdom,308
579463,29.11.2011,777777,United Kingdom,16
579464,29.11.2011,15214,United Kingdom,178
579465,29.11.2011,15790,United Kingdom,218
579466,29.11.2011,15189,United Kingdom,306
579467,29.11.2011,15755,United Kingdom,287
579468,29.11.2011,14711,United Kingdom,241
579469,29.11.2011,13068,United Kingdom,179
579470,29.11.2011,16549,United Kingdom,1081
579471,29.11.2011,777777,United Kingdom,3055
579472,29.11.2011,13521,United Kingdom,288
579473,29.11.2011,13198,United Kingdom,391
579489,29.11.2011,16775,United Kingdom,129
579491,29.11.2011,14723,United Kingdom,319
579492,29.11.2011,12670,France,696
579493,29.11.2011,15570,United Kingdom,345
579494,29.11.2011,17468,United Kingdom,30
579495,29.11.2011,13576,United Kingdom,328
579497,29.11.2011,14349,United Kingdom,135
579498,29.11.2011,12798,Japan,3652
579499,29.11.2011,17682,United Kingdom,569
579500,29.11.2011,777777,United Kingdom,0
579501,29.11.2011,14088,United Kingdom,2075
579503,29.11.2011,17097,Spain,165
579505,29.11.2011,13078,United Kingdom,445
579506,29.11.2011,15089,United Kingdom,139
579507,29.11.2011,15297,United Kingdom,262
579508,29.11.2011,777777,United Kingdom,5793
579509,29.11.2011,12963,United Kingdom,149
579510,29.11.2011,14554,United Kingdom,730
579511,29.11.2011,14836,United Kingdom,23
579512,29.11.2011,777777,United Kingdom,4759
579513,29.11.2011,12971,United Kingdom,123
579514,29.11.2011,16688,United Kingdom,285
579515,29.11.2011,14191,United Kingdom,367
579516,29.11.2011,17841,United Kingdom,774
579517,29.11.2011,12748,United Kingdom,35
579518,29.11.2011,12748,United Kingdom,77
579520,29.11.2011,12748,United Kingdom,182
579522,30.11.2011,14432,United Kingdom,285
579523,30.11.2011,15903,United Kingdom,730
579524,30.11.2011,16295,United Kingdom,303
579525,30.11.2011,15113,United Kingdom,1290
579526,30.11.2011,18058,United Kingdom,171
579527,30.11.2011,18210,United Kingdom,442
579528,30.11.2011,12787,Netherlands,119
579529,30.11.2011,12488,France,531
579530,30.11.2011,14794,United Kingdom,287
579531,30.11.2011,17017,United Kingdom,589
579533,30.11.2011,12953,United Kingdom,327
579534,30.11.2011,13784,United Kingdom,38
579535,30.11.2011,15414,United Kingdom,353
579536,30.11.2011,12957,United Kingdom,967
579537,30.11.2011,777777,United Kingdom,18
579538,30.11.2011,14062,United Kingdom,1238
579539,30.11.2011,14911,EIRE,353
579540,30.11.2011,13658,United Kingdom,436
579541,30.11.2011,14653,United Kingdom,285
579542,30.11.2011,13658,United Kingdom,108
579543,30.11.2011,14653,United Kingdom,16
579544,30.11.2011,14540,United Kingdom,316
579545,30.11.2011,13098,United Kingdom,930
579546,30.11.2011,777777,United Kingdom,305
579548,30.11.2011,15073,United Kingdom,182
579549,30.11.2011,13203,United Kingdom,164
579550,30.11.2011,12630,Finland,569
579551,30.11.2011,15782,United Kingdom,449
579552,30.11.2011,16210,United Kingdom,788
579553,30.11.2011,14156,EIRE,757
579555,30.11.2011,16241,United Kingdom,615
579556,30.11.2011,17835,United Kingdom,125
579557,30.11.2011,777777,United Kingdom,2740
579558,30.11.2011,14755,United Kingdom,737
579559,30.11.2011,16764,United Kingdom,169
579560,30.11.2011,15039,United Kingdom,171
579561,30.11.2011,16115,United Kingdom,149
579563,30.11.2011,777777,United Kingdom,0
579571,30.11.2011,16657,United Kingdom,227
579572,30.11.2011,15394,United Kingdom,332
579600,30.11.2011,13647,United Kingdom,401
579605,30.11.2011,15024,United Kingdom,299
579612,30.11.2011,15024,United Kingdom,8
579619,30.11.2011,18241,United Kingdom,118
579623,30.11.2011,16062,United Kingdom,376
579629,30.11.2011,14963,United Kingdom,249
579634,30.11.2011,12598,France,164
579666,30.11.2011,14893,United Kingdom,429
579667,30.11.2011,16361,United Kingdom,115
579668,30.11.2011,15152,United Kingdom,407
579669,30.11.2011,14673,United Kingdom,303
579670,30.11.2011,15611,United Kingdom,146
579671,30.11.2011,12966,United Kingdom,160
579672,30.11.2011,14005,United Kingdom,1896
579673,30.11.2011,18283,United Kingdom,225
579674,30.11.2011,13012,United Kingdom,153
579675,30.11.2011,15654,United Kingdom,329
579676,30.11.2011,17502,United Kingdom,301
579677,30.11.2011,13255,United Kingdom,174
579678,30.11.2011,18230,United Kingdom,320
579679,30.11.2011,13755,United Kingdom,105
579680,30.11.2011,777777,United Kingdom,0
579681,30.11.2011,777777,United Kingdom,0
579682,30.11.2011,777777,United Kingdom,0
579683,30.11.2011,777777,United Kingdom,0
579684,30.11.2011,14618,United Kingdom,84
579685,30.11.2011,15680,United Kingdom,311
579686,30.11.2011,16712,United Kingdom,250
579687,30.11.2011,14448,United Kingdom,273
579688,30.11.2011,777777,United Kingdom,0
579689,30.11.2011,14606,United Kingdom,144
579690,30.11.2011,15060,United Kingdom,141
579691,30.11.2011,777777,United Kingdom,0
579692,30.11.2011,12433,Norway,2840
579693,30.11.2011,15712,United Kingdom,207
579694,30.11.2011,777777,United Kingdom,3982
579708,30.11.2011,12682,France,506
579711,30.11.2011,15060,United Kingdom,139
579712,30.11.2011,15467,United Kingdom,124
579725,30.11.2011,15060,United Kingdom,3
579731,30.11.2011,777777,United Kingdom,0
579732,30.11.2011,777777,United Kingdom,0
579733,30.11.2011,777777,United Kingdom,0
579734,30.11.2011,777777,United Kingdom,0
579735,30.11.2011,777777,United Kingdom,0
579738,30.11.2011,777777,United Kingdom,0
579740,30.11.2011,777777,United Kingdom,30
579741,30.11.2011,16910,United Kingdom,160
579742,30.11.2011,777777,United Kingdom,0
579743,30.11.2011,777777,United Kingdom,0
579744,30.11.2011,777777,United Kingdom,613
579745,30.11.2011,777777,United Kingdom,0
579747,30.11.2011,12528,Germany,372
579749,30.11.2011,13362,United Kingdom,753
579750,30.11.2011,13536,United Kingdom,446
579751,30.11.2011,777777,United Kingdom,1051
579754,30.11.2011,17911,United Kingdom,363
579755,30.11.2011,777777,United Kingdom,0
579759,30.11.2011,15251,United Kingdom,364
579768,30.11.2011,14911,EIRE,483
579777,30.11.2011,777777,United Kingdom,6732
579779,30.11.2011,17737,United Kingdom,82
579784,30.11.2011,14258,United Kingdom,1373
579786,30.11.2011,12524,Germany,307
579787,30.11.2011,777777,United Kingdom,3120
579788,30.11.2011,17736,United Kingdom,30
579789,30.11.2011,14385,United Kingdom,76
579790,30.11.2011,12784,Portugal,56
579792,30.11.2011,12714,France,1317
579807,30.11.2011,15046,United Kingdom,317
579832,30.11.2011,17434,United Kingdom,371
579834,30.11.2011,17288,United Kingdom,198
579837,30.11.2011,12882,United Kingdom,993
579840,30.11.2011,18158,United Kingdom,106
579843,30.11.2011,12921,United Kingdom,1350
579846,30.11.2011,12921,United Kingdom,427
579848,30.11.2011,18179,United Kingdom,220
579854,30.11.2011,14713,United Kingdom,272
579865,30.11.2011,16915,United Kingdom,110
579867,30.11.2011,16265,United Kingdom,787
579868,30.11.2011,15544,United Kingdom,324
579870,30.11.2011,12437,France,293
579872,30.11.2011,14085,United Kingdom,280
579873,30.11.2011,777777,United Kingdom,0
579879,30.11.2011,777777,United Kingdom,0
579880,30.11.2011,777777,United Kingdom,0
579881,30.11.2011,12429,Denmark,906
579885,30.11.2011,15444,United Kingdom,1082
579899,01.12.2011,15687,United Kingdom,252
579900,01.12.2011,15951,United Kingdom,335
579901,01.12.2011,12569,Germany,209
579909,01.12.2011,777777,United Kingdom,77
579910,01.12.2011,14911,EIRE,368
579916,01.12.2011,15187,United Kingdom,403
579917,01.12.2011,15187,United Kingdom,100
579920,01.12.2011,16839,United Kingdom,353
579921,01.12.2011,16839,United Kingdom,488
579922,01.12.2011,13854,United Kingdom,303
579927,01.12.2011,12572,Germany,489
579936,01.12.2011,12901,United Kingdom,780
579937,01.12.2011,13509,United Kingdom,96
579938,01.12.2011,14146,United Kingdom,1228
579939,01.12.2011,15101,United Kingdom,215
579940,01.12.2011,16938,United Kingdom,325
579941,01.12.2011,16496,United Kingdom,410
579942,01.12.2011,16145,United Kingdom,370
579943,01.12.2011,13040,United Kingdom,375
579946,01.12.2011,15993,United Kingdom,223
579947,01.12.2011,15993,United Kingdom,16
579949,01.12.2011,16700,United Kingdom,283
579954,01.12.2011,16701,United Kingdom,498
579962,01.12.2011,14243,United Kingdom,108
579980,01.12.2011,13263,United Kingdom,134
579986,01.12.2011,13777,United Kingdom,2251
579990,01.12.2011,14804,United Kingdom,353
579991,01.12.2011,13159,United Kingdom,284
580005,01.12.2011,16376,United Kingdom,113
580021,01.12.2011,14047,United Kingdom,352
580022,01.12.2011,14289,United Kingdom,76
580023,01.12.2011,17937,United Kingdom,362
580024,01.12.2011,15172,United Kingdom,375
580025,01.12.2011,15021,United Kingdom,243
580026,01.12.2011,17381,United Kingdom,309
580027,01.12.2011,14178,United Kingdom,424
580028,01.12.2011,13890,United Kingdom,155
580029,01.12.2011,15380,United Kingdom,386
580030,01.12.2011,12951,United Kingdom,313
580031,01.12.2011,13199,United Kingdom,151
580032,01.12.2011,14659,United Kingdom,147
580033,01.12.2011,14282,United Kingdom,272
580043,01.12.2011,14527,United Kingdom,273
580044,01.12.2011,14869,United Kingdom,333
580045,01.12.2011,13090,United Kingdom,355
580046,01.12.2011,16156,United Kingdom,315
580047,01.12.2011,12989,United Kingdom,66
580048,01.12.2011,12748,United Kingdom,136
580049,01.12.2011,13599,United Kingdom,204
580050,01.12.2011,14960,United Kingdom,135
580051,01.12.2011,12963,United Kingdom,265
580052,01.12.2011,16513,United Kingdom,90
580053,01.12.2011,12912,United Kingdom,616
580054,01.12.2011,18122,United Kingdom,446
580055,01.12.2011,14298,United Kingdom,641
580057,01.12.2011,12955,United Kingdom,461
580058,01.12.2011,14367,United Kingdom,635
580059,01.12.2011,17768,United Kingdom,859
580060,01.12.2011,14287,United Kingdom,93
580061,01.12.2011,14051,United Kingdom,759
580062,01.12.2011,15862,United Kingdom,172
580063,01.12.2011,17450,United Kingdom,1561
580064,01.12.2011,18077,United Kingdom,254
580065,01.12.2011,15434,United Kingdom,151
580066,01.12.2011,14309,United Kingdom,393
580067,01.12.2011,16966,United Kingdom,386
580068,01.12.2011,17321,United Kingdom,41
580069,01.12.2011,15060,United Kingdom,15
580070,01.12.2011,12919,United Kingdom,288
580071,01.12.2011,15500,United Kingdom,267
580073,01.12.2011,16813,United Kingdom,149
580074,01.12.2011,15028,United Kingdom,115
580075,01.12.2011,17014,United Kingdom,232
580076,01.12.2011,15602,United Kingdom,181
580077,01.12.2011,14262,United Kingdom,306
580087,01.12.2011,777777,United Kingdom,0
580088,01.12.2011,17115,United Kingdom,226
580089,01.12.2011,14732,United Kingdom,465
580090,01.12.2011,13323,United Kingdom,158
580091,01.12.2011,17293,United Kingdom,194
580092,01.12.2011,13969,United Kingdom,1119
580093,01.12.2011,12971,United Kingdom,59
580094,01.12.2011,15904,United Kingdom,165
580095,01.12.2011,14135,United Kingdom,303
580096,01.12.2011,13408,United Kingdom,544
580097,01.12.2011,14216,United Kingdom,450
580098,01.12.2011,15373,United Kingdom,345
580100,01.12.2011,16119,United Kingdom,112
580101,01.12.2011,15144,United Kingdom,527
580102,01.12.2011,16789,United Kingdom,82
580103,01.12.2011,16242,United Kingdom,544
580104,01.12.2011,15189,United Kingdom,442
580105,01.12.2011,17675,United Kingdom,521
580106,01.12.2011,16169,United Kingdom,339
580107,01.12.2011,15948,United Kingdom,312
580108,01.12.2011,14440,United Kingdom,616
580109,01.12.2011,17350,United Kingdom,323
580110,01.12.2011,17350,United Kingdom,71
580111,01.12.2011,12950,United Kingdom,1171
580112,01.12.2011,13089,United Kingdom,301
580113,01.12.2011,14766,United Kingdom,421
580114,01.12.2011,14299,United Kingdom,289
580115,01.12.2011,777777,United Kingdom,7202
580116,01.12.2011,15290,United Kingdom,1278
580117,01.12.2011,14655,United Kingdom,363
580118,01.12.2011,16011,United Kingdom,394
580119,01.12.2011,17920,United Kingdom,189
580120,01.12.2011,12553,France,277
580123,01.12.2011,12664,Finland,890
580124,01.12.2011,777777,EIRE,361
580125,01.12.2011,13089,United Kingdom,312
580126,01.12.2011,12562,France,654
580127,01.12.2011,14911,EIRE,310
580128,01.12.2011,17576,United Kingdom,397
580129,01.12.2011,17426,United Kingdom,634
580130,01.12.2011,17426,United Kingdom,121
580132,01.12.2011,15694,United Kingdom,464
580133,01.12.2011,15531,United Kingdom,487
580134,01.12.2011,13102,United Kingdom,310
580135,01.12.2011,14702,United Kingdom,130
580136,01.12.2011,17841,United Kingdom,630
580137,01.12.2011,17566,United Kingdom,492
580138,02.12.2011,13199,United Kingdom,188
580139,02.12.2011,17157,United Kingdom,157
580140,02.12.2011,14895,United Kingdom,849
580141,02.12.2011,14895,United Kingdom,25
580142,02.12.2011,14895,United Kingdom,50
580143,02.12.2011,13297,United Kingdom,323
580144,02.12.2011,12684,France,180
580145,02.12.2011,777777,United Kingdom,0
580146,02.12.2011,777777,United Kingdom,4991
580147,02.12.2011,17183,United Kingdom,714
580148,02.12.2011,777777,United Kingdom,859
580149,02.12.2011,12748,United Kingdom,5
580150,02.12.2011,777777,United Kingdom,17
580151,02.12.2011,17811,United Kingdom,169
580152,02.12.2011,12364,Belgium,303
580153,02.12.2011,12762,Portugal,1436
580154,02.12.2011,12569,Germany,67
580155,02.12.2011,13183,United Kingdom,430
580156,02.12.2011,14897,United Kingdom,621
580157,02.12.2011,14083,United Kingdom,23
580158,02.12.2011,12558,USA,270
580159,02.12.2011,17942,United Kingdom,78
580160,02.12.2011,12700,France,1316
580162,02.12.2011,12856,United Kingdom,210
580163,02.12.2011,12828,United Kingdom,275
580164,02.12.2011,18097,United Kingdom,685
580166,02.12.2011,13495,United Kingdom,313
580167,02.12.2011,17386,United Kingdom,991
580169,02.12.2011,17949,United Kingdom,81
580170,02.12.2011,17949,United Kingdom,720
580172,02.12.2011,17949,United Kingdom,129
580173,02.12.2011,18282,United Kingdom,79
580175,02.12.2011,14126,United Kingdom,62
580176,02.12.2011,14292,United Kingdom,387
580177,02.12.2011,14292,United Kingdom,25
580178,02.12.2011,16013,United Kingdom,1854
580188,02.12.2011,16440,United Kingdom,981
580189,02.12.2011,16353,United Kingdom,238
580193,02.12.2011,16899,United Kingdom,312
580197,02.12.2011,777777,United Kingdom,0
580208,02.12.2011,13468,United Kingdom,157
580213,02.12.2011,17495,United Kingdom,155
580214,02.12.2011,14092,United Kingdom,42
580218,02.12.2011,777777,United Kingdom,0
580221,02.12.2011,14092,United Kingdom,312
580235,02.12.2011,16333,United Kingdom,360
580243,02.12.2011,16333,United Kingdom,1187
580256,02.12.2011,14688,United Kingdom,567
580257,02.12.2011,14688,United Kingdom,92
580258,02.12.2011,13798,United Kingdom,674
580259,02.12.2011,13705,United Kingdom,190
580260,02.12.2011,14085,United Kingdom,391
580261,02.12.2011,16038,United Kingdom,79
580262,02.12.2011,16759,United Kingdom,371
580264,02.12.2011,18144,United Kingdom,232
580265,02.12.2011,12587,Finland,145
580272,02.12.2011,15547,United Kingdom,524
580276,02.12.2011,16426,United Kingdom,229
580277,02.12.2011,16474,United Kingdom,121
580278,02.12.2011,13560,United Kingdom,174
580279,02.12.2011,15123,United Kingdom,1130
580280,02.12.2011,16133,United Kingdom,318
580281,02.12.2011,12704,Finland,199
580282,02.12.2011,14428,United Kingdom,203
580283,02.12.2011,16133,United Kingdom,311
580284,02.12.2011,15311,United Kingdom,251
580285,02.12.2011,12695,France,86
580286,02.12.2011,17611,United Kingdom,176
580287,02.12.2011,14594,United Kingdom,124
580288,02.12.2011,17611,United Kingdom,129
580289,02.12.2011,15856,United Kingdom,845
580290,02.12.2011,17221,United Kingdom,202
580291,02.12.2011,15539,United Kingdom,539
580292,02.12.2011,15856,United Kingdom,265
580293,02.12.2011,16426,United Kingdom,79
580294,02.12.2011,17364,United Kingdom,271
580295,02.12.2011,17841,United Kingdom,117
580296,02.12.2011,13780,United Kingdom,243
580297,02.12.2011,15769,United Kingdom,3404
580298,02.12.2011,17086,United Kingdom,461
580299,02.12.2011,14023,United Kingdom,311
580300,02.12.2011,14085,United Kingdom,14
580301,02.12.2011,15271,United Kingdom,191
580302,02.12.2011,16103,United Kingdom,16
580303,02.12.2011,16626,United Kingdom,135
580304,02.12.2011,18055,United Kingdom,868
580305,02.12.2011,12970,United Kingdom,375
580306,02.12.2011,14250,United Kingdom,437
580307,02.12.2011,12970,United Kingdom,44
580308,02.12.2011,14250,United Kingdom,237
580309,02.12.2011,14503,United Kingdom,432
580310,02.12.2011,15570,United Kingdom,36
580311,02.12.2011,18245,United Kingdom,893
580314,02.12.2011,13969,United Kingdom,20
580315,02.12.2011,14560,United Kingdom,41
580316,02.12.2011,18109,United Kingdom,660
580317,02.12.2011,13458,United Kingdom,584
580318,02.12.2011,17686,United Kingdom,628
580319,02.12.2011,15078,United Kingdom,308
580320,02.12.2011,15078,United Kingdom,462
580321,02.12.2011,15078,United Kingdom,50
580322,02.12.2011,17567,United Kingdom,419
580331,02.12.2011,13017,United Kingdom,204
580351,02.12.2011,12962,United Kingdom,95
580355,02.12.2011,13953,United Kingdom,412
580356,02.12.2011,18109,United Kingdom,15
580357,02.12.2011,15856,United Kingdom,944
580358,02.12.2011,17238,United Kingdom,500
580359,02.12.2011,777777,United Kingdom,0
580360,02.12.2011,14493,United Kingdom,516
580361,02.12.2011,14865,United Kingdom,15
580362,02.12.2011,13884,United Kingdom,248
580363,02.12.2011,13868,United Kingdom,2685
580364,02.12.2011,13309,United Kingdom,231
580366,02.12.2011,777777,United Kingdom,202
580367,02.12.2011,777777,United Kingdom,6791
580368,02.12.2011,16989,United Kingdom,40
580369,02.12.2011,777777,United Kingdom,59
580370,02.12.2011,16954,United Kingdom,210
580371,02.12.2011,18174,United Kingdom,104
580372,02.12.2011,16359,United Kingdom,112
580373,02.12.2011,14788,United Kingdom,311
580374,02.12.2011,17584,United Kingdom,494
580375,02.12.2011,14031,United Kingdom,507
580376,02.12.2011,777777,United Kingdom,0
580377,02.12.2011,777777,United Kingdom,0
580378,02.12.2011,777777,United Kingdom,0
580379,02.12.2011,777777,United Kingdom,0
580380,02.12.2011,777777,United Kingdom,0
580381,02.12.2011,777777,United Kingdom,0
580382,02.12.2011,777777,United Kingdom,0
580383,02.12.2011,777777,United Kingdom,0
580384,04.12.2011,17243,United Kingdom,332
580385,04.12.2011,16326,United Kingdom,275
580386,04.12.2011,18065,United Kingdom,187
580387,04.12.2011,18065,United Kingdom,116
580388,04.12.2011,18065,United Kingdom,138
580389,04.12.2011,12952,United Kingdom,297
580390,04.12.2011,777777,United Kingdom,0
580391,04.12.2011,777777,United Kingdom,0
580393,04.12.2011,16438,United Kingdom,151
580394,04.12.2011,14397,United Kingdom,208
580395,04.12.2011,17629,United Kingdom,339
580396,04.12.2011,13838,United Kingdom,212
580397,04.12.2011,13558,United Kingdom,122
580398,04.12.2011,14354,United Kingdom,75
580399,04.12.2011,13471,United Kingdom,891
580400,04.12.2011,16561,United Kingdom,248
580401,04.12.2011,17618,United Kingdom,305
580402,04.12.2011,13536,United Kingdom,663
580403,04.12.2011,17858,United Kingdom,766
580404,04.12.2011,13596,United Kingdom,286
580405,04.12.2011,14720,United Kingdom,263
580419,04.12.2011,16283,United Kingdom,241
580431,04.12.2011,13822,United Kingdom,164
580432,04.12.2011,13153,United Kingdom,484
580434,04.12.2011,17114,United Kingdom,90
580436,04.12.2011,13318,United Kingdom,187
580438,04.12.2011,12827,United Kingdom,111
580441,04.12.2011,13808,United Kingdom,229
580460,04.12.2011,12748,United Kingdom,51
580468,04.12.2011,12748,United Kingdom,121
580469,04.12.2011,14583,United Kingdom,270
580482,04.12.2011,16033,United Kingdom,426
580490,04.12.2011,15773,United Kingdom,635
580500,04.12.2011,17131,United Kingdom,1068
580501,04.12.2011,14546,United Kingdom,497
580502,04.12.2011,16931,United Kingdom,408
580503,04.12.2011,13956,United Kingdom,158
580504,04.12.2011,17936,United Kingdom,387
580505,04.12.2011,15867,United Kingdom,278
580506,04.12.2011,13319,United Kingdom,310
580508,04.12.2011,777777,United Kingdom,37
580509,04.12.2011,12719,France,361
580511,04.12.2011,12560,Germany,696
580512,04.12.2011,12673,Germany,390
580513,04.12.2011,14456,United Kingdom,378
580514,04.12.2011,16905,United Kingdom,337
580515,04.12.2011,17750,United Kingdom,112
580516,04.12.2011,17954,United Kingdom,296
580517,04.12.2011,17173,United Kingdom,555
580518,04.12.2011,13435,United Kingdom,443
580519,04.12.2011,777777,United Kingdom,4170
580520,04.12.2011,13521,United Kingdom,439
580521,04.12.2011,777777,United Kingdom,8
580523,04.12.2011,17827,United Kingdom,413
580524,04.12.2011,13704,United Kingdom,166
580525,04.12.2011,13630,United Kingdom,232
580526,04.12.2011,16535,United Kingdom,596
580527,04.12.2011,13736,United Kingdom,376
580528,04.12.2011,14911,EIRE,775
580529,04.12.2011,14658,United Kingdom,124
580530,04.12.2011,14102,United Kingdom,118
580531,04.12.2011,12569,Germany,93
580532,04.12.2011,13098,United Kingdom,588
580533,04.12.2011,13098,United Kingdom,96
580534,04.12.2011,12724,France,209
580535,04.12.2011,16988,United Kingdom,126
580536,04.12.2011,12490,France,462
580537,04.12.2011,777777,United Kingdom,28
580538,05.12.2011,14075,United Kingdom,318
580539,05.12.2011,18180,United Kingdom,313
580540,05.12.2011,13417,United Kingdom,404
580541,05.12.2011,15358,United Kingdom,775
580542,05.12.2011,15358,United Kingdom,51
580543,05.12.2011,18223,United Kingdom,579
580544,05.12.2011,15156,United Kingdom,394
580545,05.12.2011,12782,Portugal,250
580546,05.12.2011,777777,United Kingdom,0
580547,05.12.2011,777777,United Kingdom,0
580548,05.12.2011,12569,Germany,69
580549,05.12.2011,777777,United Kingdom,0
580550,05.12.2011,13126,United Kingdom,370
580552,05.12.2011,15572,United Kingdom,194
580553,05.12.2011,12646,USA,614
580554,05.12.2011,17402,United Kingdom,287
580555,05.12.2011,14911,EIRE,513
580556,05.12.2011,16513,United Kingdom,122
